id,course_code,course_title
521,COMMERCE 3QA3,Management Science for Business
522,COMMERCE 3S03,Management Skills Development
523,COMMERCE 4AA3,Managerial Accounting II
524,COMMERCE 4AC3,Advanced Financial Accounting
525,COMMERCE 4AD3,Introduction to Auditing
526,COMMERCE 4AF3,Accounting Theory
527,COMMERCE 4AK3,Accounting Information for Decision Making
528,COMMERCE 4BB3,Recruitment and Selection
529,COMMERCE 4BC3,Collective Bargaining
530,COMMERCE 4BD3,Settlement of Industrial Disputes
531,COMMERCE 4BE3,Strategic Compensation/Reward Systems
532,COMMERCE 4BF3,Labour Law and Policy
533,COMMERCE 4BG3,Public Sector Collective Bargaining
534,COMMERCE 4BI3,Training and Development
535,COMMERCE 4BK3,The Management of Technology
536,COMMERCE 4BL3,Occupational Health and Safety Management
537,COMMERCE 4BM3,Strategic Human Resource Planning
538,COMMERCE 4BN3,Leadership Development
539,COMMERCE 4BP3,Principles of Leadership
540,COMMERCE 4BQ3,Social Entrepreneurship
541,COMMERCE 4BX3,Special Topics in Human Resource Management
542,COMMERCE 4CA3,Managing and Promoting Health and Healthcare Services
543,COMMERCE 4DA3,Modelling and Prescriptive Analytics
544,COMMERCE 4EL3,Experiential Learning in Business
545,COMMERCE 4FA3,Applied Corporate Finance
546,COMMERCE 4FB3,Valuation for Finance Professionals
547,COMMERCE 4FC3,Ethics and Professional Practice in Finance
548,COMMERCE 4FD3,Financial Institutions
549,COMMERCE 4FE3,Options and Futures
550,COMMERCE 4FF3,Portfolio Theory and Management
551,COMMERCE 4FG3,Financial Theory
552,COMMERCE 4FH3,"Mergers, Acquisitions and Corporate Control"
553,COMMERCE 4FJ3,Fixed Income Analysis
554,COMMERCE 4FK3,Financial Statement Analysis
555,COMMERCE 4FL3,Personal Financial Management
556,COMMERCE 4FM3,Personal Financial Planning and Advising
557,COMMERCE 4FN3,Financial Risk Management
558,COMMERCE 4FO3,Small Business and Entrepreneurial Finance
559,COMMERCE 4FP3,Personal Finance
560,COMMERCE 4FQ3,Working Capital Management
561,COMMERCE 4FR3,Insurance and Risk Management
562,COMMERCE 4FS3,"Pension, Retirement and Estate Planning"
563,COMMERCE 4FT3,Real Estate Finance and Investment
564,COMMERCE 4FU3,Behavioural Finance: The Psychology of Markets
565,COMMERCE 4FV3,Venture Capital
566,COMMERCE 4FW3,Finance for Entrepreneurs
567,COMMERCE 4FX3,Special Topics in Finance
568,COMMERCE 4FY3,Introduction to FinTech
569,COMMERCE 4FZ3,Islamic Finance
570,COMMERCE 4GR3,DeGroote Student Experience and Development IV
571,COMMERCE 4IA0,Internship 1
572,COMMERCE 4IB0,Internship 2
573,COMMERCE 4IC0,Internship 3
574,COMMERCE 4ID0,Internship Final Term
575,COMMERCE 4KF3,Project Management
576,COMMERCE 4KG3,Data Mining For Business Analytics
577,COMMERCE 4KH3,Strategies for Electronic and Mobile Business
578,COMMERCE 4KI3,Business Process Management
579,COMMERCE 4KX3,Special Topics in Information Systems
580,COMMERCE 4MA3,Advertising and Integrated Marketing Communication
581,COMMERCE 4MC3,New Product Marketing
582,COMMERCE 4MD3,Business Marketing
583,COMMERCE 4ME3,Sales Management
584,COMMERCE 4MF3,Retailing Management
585,COMMERCE 4MG3,Strategic Philanthropy and Leadership
586,COMMERCE 4MH3,Digital Marketing
587,COMMERCE 4MI3,Marketing Analytics
588,COMMERCE 4OB3,Analysis of Production/Operations Problems
589,COMMERCE 4OD3,Purchasing and Supply Management
590,COMMERCE 4OI3,Supply Chain Management
591,COMMERCE 4OT3,Transportation and Warehousing Management
592,COMMERCE 4PA3,Business Policy: Strategic Management
593,COMMERCE 4QA3,Operations Modelling and Analysis
594,COMMERCE 4QX3,Special Topics in Operations Management
595,COMMERCE 4SA3,International Business
596,COMMERCE 4SB3,Introduction to Canadian Taxation
597,COMMERCE 4SC3,Advanced Canadian Taxation
598,COMMERCE 4SD3,Commercial Law
599,COMMERCE 4SE3,Entrepreneurship
600,COMMERCE 4SG3,Sustainability: Corporations and Society
601,COMMERCE 4SH3,Case Analysis and Presentation Skills
602,COMMERCE 4SI3,Innovation for Social Impact
603,COMMERCE 4SM3,Sports Management
604,COMMERCE 4SX3,Special Topics in Strategic Management
605,COMMERCE 4SY3,Independent Study in Business
606,CMST 1A03,Introduction to Communication
607,CMST 2BB3,Culture and Communication
608,CMST 2DD3,Media Organizations
609,CMST 2EM3,Environmental Media
610,CMST 2G03,Performance and Performativity
611,CMST 2H03,Gender and Performance
612,CMST 2HM3,Human Communication
613,CMST 2K03,Political Economy of the Media
614,CMST 2LW3,Communication Policy and Law
615,CMST 2PR3,Public Relations: Principles and Practices
616,CMST 2RA3,Application in Communication Theory and Methods
617,CMST 2TM6,Foundations in Communication Theory and Methods
618,CMST 3B03 ,Practical Aspects of Media Production
619,CMST 3CY3,"Children, Youth, and Media"
620,CMST 3D03,Political Communication
621,CMST 3DG3,Digital Storytelling
622,CMST 3DJ3,Digital Justice
623,CMST 3HC3,History of Communication
624,CMST 3II3,Intellectual Property
625,CMST 3JJ3,The Rise of the Music Industry
626,CMST 3K03,Media Audiences and Effects
627,CMST 3PM3,"Public Memory, Media, and African Diaspora Studies"
628,CMST 3RR3,"Race, Religion and Media"
629,CMST 3S03,Television and Society
630,CMST 3SC3,Strategic Communications
631,CMST 3SM3,Building Publics Using Social Media
632,CMST 3WC3,World Cinemas: Critical Media Approaches
633,CMST 3WR3,Professional Writing
634,CMST 3Z03,"Mobile Practices, Technologies and Art"
635,CMST 4A03,Independent Research Project
636,CMST 4D03,International Communication
637,CMST 4E03,Media and Promotionalism
638,CMST 4M03,"Communication, Culture and Technology"
639,CMST 4N03,The News
640,CMST 4P03,Social Activism and the Media
641,CMST 4Q03,Broadcasting Transformation in A Multimedia Era
642,CMST 4SC3,Strategic Communications Leadership
643,CMST 4X03,Communications for Campaigns and Elections
644,CMTYENGA 2A03,Foundations of Community Engagement
645,CMTYENGA 2MC3,Design and Creation of Engaged Learning for Community Youth
646,CMTYENGA 2MD3,Community-Based Learning with McMaster Children and Youth University
647,CMTYENGA 3A03,The Art of Change
648,CMTYENGA 4A06,Semester at CityLAB: Design and Dialogue Inquiry
649,CMTYENGA 4A09,Semester at CityLAB: Applied Project Experience
650,CMTYENGA 4MM3,Collaborative Learning with Young People: An Applied Approach
651,COMPENG 2DI4,Logic Design
652,COMPENG 2DX3,Microprocessor Systems Project
653,COMPENG 2SH4,Principles of Programming
654,COMPENG 2SI3,Data Structures and Algorithms
655,COMPENG 3DQ5,Digital Systems Design
656,COMPENG 3DY4,Computer Systems Integration Project
657,COMPENG 3SK3,Numerical Methods for Scientific Computing
658,COMPENG 3SM4,Algorithm Design and Analysis
659,COMPENG 4DK4,Computer Communication Networks
660,COMPENG 4DM4,Computer Architecture
661,COMPENG 4DN4,Advanced Internet Communications
662,COMPENG 4DS4,Embedded Systems
663,COMPENG 4DV4,Very Large Scale Integration System Design
664,COMPENG 4OH4,Advanced Research Project
665,COMPENG 4OJ4,Research Project
666,COMPENG 4SL4,Fundamentals of Machine Learning
667,COMPENG 4SP4,High-Performance Programming
668,COMPENG 4TL4,Digital Signal Processing
669,COMPENG 4TN4,Image Processing
670,COMPENG 4TS3,Introduction to Digital Sequences
671,COMPSCI 1DM3,Discrete Mathematics for Computer Science
672,COMPSCI 1JC3,Introduction to Computational Thinking
673,COMPSCI 1MD3,Introduction to Programming
674,COMPSCI 1XC3,Computer Science Practice and Experience: Development Basics
675,COMPSCI 1XD3,Computer Science Practice and Experience: Introduction to Software Design Using Web Programming
676,COMPSCI 2AC3,Automata and Computability
677,COMPSCI 2C03,Data Structures and Algorithms
678,COMPSCI 2DB3,Databases
679,COMPSCI 2GA3,Computer Architecture
680,COMPSCI 2LC3,Logical Reasoning for Computer Science
681,COMPSCI 2ME3,Introduction to Software Development
682,COMPSCI 2SD3,Concurrent Systems
683,COMPSCI 2XC3,Computer Science Practice and Experience: Algorithms and Software Design
684,COMPSCI 3AC3,Algorithms and Complexity
685,COMPSCI 3DM3,Introduction to Data Mining
686,COMPSCI 3DP3,Data Privacy
687,COMPSCI 3EA3,Software and System Correctness
688,COMPSCI 3GC3,Computer Graphics
689,COMPSCI 3IS3,Information Security
690,COMPSCI 3MI3,Principles of Programming Languages
691,COMPSCI 3N03,Computer Networks and Security
692,COMPSCI 3RA3,Software Requirements and Security Considerations
693,COMPSCI 3SH3,Computer Science Practice and Experience: Operating Systems
694,COMPSCI 3TB3,Syntax-Based Tools and Compilers
695,COMPSCI 3VA3,Information Visualization and Visual Analytics
696,COMPSCI 4AD3,Advanced Databases
697,COMPSCI 4AL3,Applications of Machine Learning
698,COMPSCI 4AR3,Software Architecture
699,COMPSCI 4CR3,Applied Cryptography
700,COMPSCI 4DC3,Distributed Computing
701,COMPSCI 4E03,Performance Analysis of Computer Systems
702,COMPSCI 4EN3,Software Entrepreneurship
703,COMPSCI 4F03,Parallel Computing
704,COMPSCI 4FP3,Functional Programming
705,COMPSCI 4HC3,Human Computer Interfaces
706,COMPSCI 4ML3,Fundamentals of Machine Learning
707,COMPSCI 4O03,Linear Optimization
708,COMPSCI 4SD3,Data-Driven Algorithms for Sequential Decision Making
709,COMPSCI 4TE3,Continuous Optimization
710,COMPSCI 4TH3,Theory of Computation
711,COMPSCI 4TI3,Fundamentals of Image Processing
712,COMPSCI 4WW3,Web Systems and Web Computing
713,COMPSCI 4X03,Scientific Computation
714,COMPSCI 4Z03,Directed Readings
715,COMPSCI 4ZP6 ,Capstone Project
716,CHALLENG 2CC3,Critical Challenges for Humanity
717,DATASCI 2G03,Scientific Computing
718,DATASCI 3ML3,Introduction to Neural Networks and Machine Learning
719,DATASCI 4X03,Data Analysis Project Course
720,EARTHSC 1G03,Earth and the Environment
721,EARTHSC 2E03,Earth History
722,EARTHSC 2FE3,Introduction to Field Methods in Earth Sciences
723,EARTHSC 2G03,Earth Surface Process
724,EARTHSC 2GG3,Natural Disasters
725,EARTHSC 2K03,Optical Crystallography and Mineralogy
726,EARTHSC 2T03,Geology of Canada
727,EARTHSC 3CC3,Earth’s Changing Climate
728,EARTHSC 3E03,Sedimentary Environments
729,EARTHSC 3FE3,Field Camp
730,EARTHSC 3K03,Petrology
731,EARTHSC 3P03,Paleoecology
732,EARTHSC 3RD3,Research Design and Dissemination in Earth and Environmental Sciences
733,EARTHSC 3V03,Environmental Geophysics
734,EARTHSC 3W03,Physical Hydrogeology
735,EARTHSC 3Z03,Structural Geology
736,EARTHSC 4CC3,Stable Isotopes in Earth and Environmental Systems
737,EARTHSC 4FF3,Topics of Field Research
738,EARTHSC 4G03,Glacial Sediments and Environments
739,EARTHSC 4MT6 ,Senior Thesis
740,EARTHSC 4PA3,Paleoenvironmental Analysis
741,EARTHSC 4T03,Plate Tectonics and Ore Deposits
742,EARTHSC 4V03,Exploration Geophysics
743,EARTHSC 4WB3,Contaminant Hydrogeology
744,ECON 1B03,Introductory Microeconomics
745,ECON 1BB3,Introductory Macroeconomics
746,ECON 1ME3,Introduction to Mathematical Economics
747,ECON 2A03,Economics of Labour-Market Issues
748,ECON 2B03,Analysis of Economic Data
749,ECON 2CC3,Health Economics and its Application to Health Policy
750,ECON 2D03,Economic Issues
751,ECON 2H03,Intermediate Macroeconomics I
752,ECON 2HH3,Intermediate Macroeconomics II
753,ECON 2I03,Financial Economics
754,ECON 2J03,Environmental Economics
755,ECON 2K03,Economic History of Canada
756,ECON 2N03,Public Policy Toward Business
757,ECON 2P03,Economics of Professional Sports
758,ECON 2Q03,Economics of Bad Behaviour
759,ECON 2T03,Economics of Trade Unionism and Labour
760,ECON 2Z03,Intermediate Microeconomics I
761,ECON 2ZZ3,Intermediate Microeconomics II
762,ECON 3B03,Public Sector Economics: Expenditures
763,ECON 3BE3,Behavioural Economics
764,ECON 3C03,Public Sector Economics: Taxation
765,ECON 3D03,Labour Economics
766,ECON 3E03,Applied Econometrics
767,ECON 3EE3,Econometrics I
768,ECON 3G03,Introduction to Advanced Economic Theory
769,ECON 3H03,International Monetary Economics
770,ECON 3HH3,International Trade
771,ECON 3K03,Monetary Economics
772,ECON 3M03,Introduction to Game Theory
773,ECON 3Q03,The Economics of Aging
774,ECON 3S03,Industrial Organization
775,ECON 3T03,Economic Development
776,ECON 3W03,Natural Resources
777,ECON 3Y03,Selected Topics
778,ECON 3Z03,Health Economics
779,ECON 4A03,Honours Economic Analysis
780,ECON 4AA3,Economic Specialist Seminar
781,ECON 4B03,Selected Topics
782,ECON 4F03,Methods of Inquiry in Economics
783,ECON 4FF3,Research Methods in Economics
784,ECON 4G03,Econometrics II
785,ECON 4M06 ,Directed Research I
786,ECON 4N03,Directed Research II
787,ECON 4T03,Advanced Economic Theory I
788,ECON 4TT3,Advanced Economic Theory II
789,ELECENG 2CF3,Circuits and Waves
790,ELECENG 2CI4,Introduction to Circuit Analysis
791,ELECENG 2CJ4,Circuits and Systems
792,ELECENG 2EI4,Electronic Devices and Circuits I
793,ELECENG 2FH4,Electromagnetics I
794,ELECENG 2MM3,Electrical Circuits and Power
795,ELECENG 3CL4,Introduction to Control Systems
796,ELECENG 3EJ4,Electronic Devices and Circuits II
797,ELECENG 3EY4,Electrical Systems Integration Project
798,ELECENG 3FK4,Electromagnetics II
799,ELECENG 3N03,Electronics and Instrumentation
800,ELECENG 3PI4,Energy Conversion
801,ELECENG 3TP3,Signal & Systems
802,ELECENG 3TQ3,Advanced Probability and Random Processes
803,ELECENG 3TR4,Communication Systems
804,ELECENG 4BB3,Cellular Bioelectricity
805,ELECENG 4BD4,Biomedical Instrumentation
806,ELECENG 4BF4,Advanced Medical Imaging
807,ELECENG 4CL4,Control System Design
808,ELECENG 4EK4,Microelectronics
809,ELECENG 4EM4,Photonic Devices and Systems
810,ELECENG 4FJ4,Devices and Antennas for Wireless Systems
811,ELECENG 4OH4,Advanced Research Project
812,ELECENG 4OI6 ,Engineering Design
813,ELECENG 4OJ4,Research Project
814,ELECENG 4PK4,Power Electronics
815,ELECENG 4PM4,Electrical Power Systems
816,ELECENG 4PN4,Electric Motor Drives
817,ELECENG 4PP4,Smart and Micro Grids
818,ELECENG 4TK4,Digital Communications Systems
819,ENRTECH 3CS3,Communication Systems
820,ENRTECH 3EP3,Power Systems and Electrical Machines
821,ENRTECH 3IN3,Industrial Networks and Communication Systems
822,ENRTECH 3MI3,Measurements and Instrumentation
823,ENRTECH 3PD3,Power Distribution I
824,ENRTECH 4CA3,Computer Applications in Power System Engineering
825,ENRTECH 4PD3,Power System Analysis and Control
826,ENRTECH 4PE3,Power Electronics
827,ENRTECH 4PM3,Power Protection and Maintenance I
828,ENRTECH 4PP3,Power Protection and Maintenance II
829,ENRTECH 4RG3,Renewable Generation
830,ENGINEER 1EE0,Introduction to Career Planning & Employment
831,ENGINEER 1P13 ,Integrated Cornerstone Design Projects in Engineering
832,ENGINEER 1PA3,Introduction to Engineering Design and Practice
833,ENGINEER 1PB3,Structure and Properties of Materials
834,ENGINEER 1PC3,Engineering Computation
835,ENGINEER 2EC0,Engineering Work Term
836,ENGINEER 2IW3,Inclusion in the Engineering Workplace
837,ENGINEER 2PX3,Engineering Communications
838,ENGINEER 3CX3 ,Experiential Learning in Complementary Studies
839,ENGINEER 3IC0,Full-Time Internship for International Students
840,ENGINEER 3PX3,Engineering Economics
841,ENGINEER 4A03,"Ethics, Equity and Law in Engineering"
842,ENGINEER 4EX3 ,Experiential Engineering Design
843,ENGSOCTY 2X03,Inquiry in an Engineering Context I
844,ENGSOCTY 2Y03,Case Studies in History and Technology
845,ENGSOCTY 3X03,Inquiry in an Engineering Context II
846,ENGSOCTY 3Y03,Technology and Society
847,ENGSOCTY 3Z03,Preventive Engineering: Environmental Perspectives
848,ENGSOCTY 4X03 ,Inquiry in an Engineering Context III
849,ENGSOCTY 4Y03,Society Capstone Design
850,ENGNMGT 2AA3,Communication Skills
851,ENGNMGT 4A03,Innovation Driven Project Development and Management
852,ENGNMGT 5B03,Engineering and Management Capstone
853,ENGPHYS 2A04,Electricity and Magnetism
854,ENGPHYS 2CD4,Computational Mechanics: Dynamics
855,ENGPHYS 2CM4,Computational Multiphysics
856,ENGPHYS 2E04,Analog and Digital Circuits
857,ENGPHYS 2NE3,Thermal Systems Design
858,ENGPHYS 2P04,Computational Mechanics: Statics
859,ENGPHYS 2QM3,Introduction to Quantum Mechanics
860,ENGPHYS 3BA3,Circuits with Non-Linear and Active Components
861,ENGPHYS 3BB3,Embedding and Programming a Micro-Controller
862,ENGPHYS 3D04,Principles of Nuclear Engineering
863,ENGPHYS 3E04,Fundamentals of Physical Optics
864,ENGPHYS 3ES3,Introduction to Energy Systems
865,ENGPHYS 3H04 ,Research Project in Engineering Physics
866,ENGPHYS 3L04,Engineering Metrology
867,ENGPHYS 3NM4,Numerical Methods for Engineering
868,ENGPHYS 3O04,Introduction to Fluid Mechanics and Heat Transfer
869,ENGPHYS 3PD4,Photonic Devices
870,ENGPHYS 3PN4,Semiconductor Junction Devices
871,ENGPHYS 3SM3,Statistical Mechanics
872,ENGPHYS 3SP3,Space Systems Engineering
873,ENGPHYS 3W03,Signals and Systems for Engineering
874,ENGPHYS 4A06 ,Engineering Physics Design and Synthesis Project
875,ENGPHYS 4B03,Biosensors - Fundamentals and Applications
876,ENGPHYS 4D04,Nuclear Reactor Physics
877,ENGPHYS 4H04 ,Research Project in Engineering Physics
878,ENGPHYS 4I03,Introduction to Biophotonics
879,ENGPHYS 4MD3,Nanoscale Semiconductor Devices
880,ENGPHYS 4NE3,Advanced Nuclear Engineering
881,ENGPHYS 4P03,Nuclear Power Plant Systems and Operation
882,ENGPHYS 4PP3,Plasma Physics Applications
883,ENGPHYS 4QC3,Introduction to Quantum Computing
884,ENGPHYS 4QM3,Quantum Optics and Metrology
885,ENGPHYS 4S04,Lasers and Electro-Optics
886,ENGPHYS 4X03,Introduction to Photovoltaics
887,ENGPHYS 4Z04,Semiconductor Manufacturing Technology
888,ENGTECH 1AC3,Analytical Chemistry
889,ENGTECH 1BI3,Biology
890,ENGTECH 1CH3,Chemistry
891,ENGTECH 1CP3,C++ Programming
892,ENGTECH 1EL3,Electricity and Electronics I
893,ENGTECH 1ET0,Introduction to the Technology Co-op Program
894,ENGTECH 1MC3,Mathematics I
895,ENGTECH 1ME3,Statics and Mechanics of Materials
896,ENGTECH 1MT3,Mathematics II
897,ENGTECH 1PH3,Physics
898,ENGTECH 1PP3,Python Programming
899,ENGTECH 1PR3,Object-Oriented Programming
900,ENGTECH 2EE0,Four Month Co-op Experience I
901,ENGTECH 2ES3,Engineering Statistics
902,ENGTECH 2ET0,Four Month Co-op Experience I
903,ENGTECH 2MA3,Mathematics III
904,ENGTECH 2MS3,Modelling and Numerical Solutions
905,ENGTECH 2MT3,Mathematics IV
906,ENGTECH 3DM3,Discrete Mathematics
907,ENGTECH 3EE0,Four Month Co-op Experience II
908,ENGTECH 3ES3,Engineering Statistics
909,ENGTECH 3ET0,Four Month Co-op Experience II
910,ENGTECH 3FE3,Finite Element Analysis
911,ENGTECH 3MA3,Mathematics V
912,ENGTECH 3ML3,Strength of Materials
913,ENGTECH 3MN3,Modelling and Numerical Solutions
914,ENGTECH 3SD3,Statics and Dynamics
915,ENGTECH 3SP3,Structure and Properties of Materials
916,ENGTECH 3ST3,Probability and Statistics
917,ENGTECH 3TD3,Thermodynamics
918,ENGTECH 4AI3,Artificial Intelligence
919,ENGTECH 4CT3,Systems and Control
920,ENGTECH 4DT3,Engineering Design and Technology
921,ENGTECH 4ED3,Senior Engineering Design Project
922,ENGTECH 4EE0,Four Month Co-op Experience III
923,ENGTECH 4EP3,Senior Engineering Project
924,ENGTECH 4EX0,Four Month Co-op Experience
925,ENGTECH 4FA3,Finite Element Analysis
926,ENGTECH 4FD3,Senior Engineering Project
927,ENGTECH 4MA3,Advanced Mathematics
928,ENGTECH 4TF3,Mechanics of Fluids
929,ENGLISH 1CS3,Studying Culture: A Critical Introduction
930,ENGLISH 1F03,The Written World
931,ENGLISH 1G03,Making and Unmaking Literary Traditions
932,ENGLISH 1H03,Words in Place
933,ENGLISH 2AA3,Literature and Culture in the United States Before 1900
934,ENGLISH 2BB3,Literature and Culture in the United States After 1900
935,ENGLISH 2BL3,Twentieth- and Twenty-First Century British Literature and Film
936,ENGLISH 2C03,Contemporary Canadian Fiction
937,ENGLISH 2CC3,Settler Colonialism and Writing in Canada
938,ENGLISH 2CL3,Canadian Literature of Dissent and Social Justice
939,ENGLISH 2CR3,"Shakespeare: Comedies, Problem Plays, and Romances"
940,ENGLISH 2CW3,Genre in Creative Writing
941,ENGLISH 2HT3,Shakespeare: Histories and Tragedies
942,ENGLISH 2KA3,Indigenous Futurisms and Wonderworks
943,ENGLISH 2KK3,Studies in Women Writers
944,ENGLISH 2M03,Concepts of Culture
945,ENGLISH 2PC3,Popular Culture
946,ENGLISH 2TP3,Literary and Cultural Studies: Theory and Practice
947,ENGLISH 2VC3,Topics in Visual Culture
948,ENGLISH 2Z03,Reading Environmental Humanities
949,ENGLISH 3A03,Critical Race Studies
950,ENGLISH 3AA3,Theories of Gender and Sexuality
951,ENGLISH 3BA3,Caribbean Literature
952,ENGLISH 3CP3,Writing Practices
953,ENGLISH 3CR3,Writing Out
954,ENGLISH 3CW3,Creating Writing in/for/with Communities
955,ENGLISH 3EC3,Enlightenment and its Shadows
956,ENGLISH 3GF3,Topics in Popular Genres
957,ENGLISH 3GG3,Theories of Decolonization and Resistance
958,ENGLISH 3GS3,Reading the Embodied Past: Gender and Sexuality
959,ENGLISH 3NH3,Narratives of Health
960,ENGLISH 3QQ3,Contemporary Critical Theory
961,ENGLISH 3RW3,Reading and Writing in the Field: Experiential Learning in Theory and Practice
962,ENGLISH 3V03,Global Anglophone Literature and Film
963,ENGLISH 3VC3,‘We Other Victorians’: Victorian Literature and Culture and Its Afterlives
964,ENGLISH 3W03,Contemporary Native Literature in Canada
965,ENGLISH 3WE3,"British Romantic Literature and Culture: Revolution, War, Empire"
966,ENGLISH 3X03,Contemporary Native Literature in the United States
967,ENGLISH 4AN3,Nineteenth-Century Adaptations
968,ENGLISH 4BN3,Writing Britain Now: Critique and Creativity After Brexit
969,ENGLISH 4CA3,Under the Gaze of the Nonhuman: Critical Animal Studies
970,ENGLISH 4CC3,Creative Writing Capstone
971,ENGLISH 4CF3,Contemporary Fiction
972,ENGLISH 4DL3,Digital Lives
973,ENGLISH 4E03,"Literature, Culture and Climate Catastrophe"
974,ENGLISH 4ED3,"Windrush Writing/Writing Windrush: Empire, Race and Decolonization"
975,ENGLISH 4FW3,Forms of Creative Writing
976,ENGLISH 4GN3,Graphic Narrative in Canada
977,ENGLISH 4IW3,Twenty-First Century Indigenous Writing and Film
978,ENGLISH 4LF3,Diné and Dene Literature and Film
979,ENGLISH 4ML3,What is Millennial Literature?
980,ENGLISH 4QA3,"Queerness in the Archives: Lesbian and Gay Writing, Art and Activism in Canada, 1969-1989"
981,ENGLISH 4RD3,"Renaissance Drama, Excluding Shakespeare"
982,ENGLISH 4RI3,Colonialism and Resistance in Representations of Indigenous Womanhood
983,ENGLISH 4RS3,"Reading, Spirituality and Cultural Politics"
984,ENGLISH 4SD3,Sentenced to Death
985,ENGLISH 4ST3,Even Stranger Things: The Early Gothic
986,ENGLISH 4X03,Honours Essay
987,ENGLISH 4Y03,Experiential Practicum I
988,ENGLISH 4Y06 ,Research Practicum
989,ENGLISH 4YY3,Experiential Practicum II
990,ENVIRSC 1C03,"Climate, Water and Environment"
991,ENVIRSC 2B03,Soils and the Environment
992,ENVIRSC 2C03,Surface Climate Processes and Environmental Interactions
993,ENVIRSC 2Q03,Introduction to Environmental Geochemistry
994,ENVIRSC 2W03,Physical Hydrology
995,ENVIRSC 2WW3,Water and the Environment
996,ENVIRSC 3B03,Ecosystems and Global Change
997,ENVIRSC 3IN3,Internship in Earth and Environmental Sciences
998,ENVIRSC 3ME3,Environmental Field Camp
999,ENVIRSC 3O03,Contaminant Fate and Transport
1000,ENVIRSC 4BB3,Field Techniques in Hydrology
1001,ENVIRSC 4C03,Advanced Physical Climatology
1002,ENVIRSC 4EA3,Environmental Assessment
1003,ENVIRSC 4MI3,Independent Study in Earth and Environmental Sciences
1004,ENVIRSC 4MT6 ,Senior Thesis
1005,ENVIRSC 4N03,Global Biogeochemical Cycles
1006,ENVIRSC 4W03,Hydrologic Modelling
1007,ENVSOCTY 1HA3,"Society, Culture and Environment"
1008,ENVSOCTY 1HB3,"Population, Cities and Development"
1009,ENVSOCTY 2EI3,Environment & Society: Challenges and Solutions
1010,ENVSOCTY 2EK3,Traditional Indigenous Ecological Knowledge
1011,ENVSOCTY 2GI3,Geographic Information Systems
1012,ENVSOCTY 2HI3,Health and Place
1013,ENVSOCTY 2LE3,Geography of Capitalism
1014,ENVSOCTY 2OC3,Regional Geography of Canada
1015,ENVSOCTY 2RC3,Regional Geography of Canada
1016,ENVSOCTY 2RU3,Regional Geography of the United States
1017,ENVSOCTY 2RW3,World Regional Geography
1018,ENVSOCTY 2TF3,"Food, Power and Place"
1019,ENVSOCTY 2TS3,Society and Space
1020,ENVSOCTY 2UI3,The Urban Experience
1021,ENVSOCTY 3EC3,Environmental Catastrophes
1022,ENVSOCTY 3EE3,Energy and Society
1023,ENVSOCTY 3EG3,Politics of a Dying Planet
1024,ENVSOCTY 3EN3,Northern Environments and Societies
1025,ENVSOCTY 3ER3,Sustainability and the Economy
1026,ENVSOCTY 3GI3,Advanced Raster GIS
1027,ENVSOCTY 3GV3,Advanced Vector GIS
1028,ENVSOCTY 3HP3,"Population, Health and Aging"
1029,ENVSOCTY 3LT3,Transport Geography and Planning
1030,ENVSOCTY 3MA3,Research Methods
1031,ENVSOCTY 3MB3,Data Analysis
1032,ENVSOCTY 3MF3,Urban Field Camp
1033,ENVSOCTY 3MI3,Internship in Environment and Society
1034,ENVSOCTY 3RA3,Human Geographies of Africa
1035,ENVSOCTY 3RW3,Regional Geography of a Selected World Region
1036,ENVSOCTY 3SR3,Remote Sensing
1037,ENVSOCTY 3TG3,Geographies of Globalization
1038,ENVSOCTY 3UP3,Urban Planning
1039,ENVSOCTY 3UR3,Urban Social Geography
1040,ENVSOCTY 3UW3,Cities of the Developing World
1041,ENVSOCTY 4EA3,Environmental Assessment
1042,ENVSOCTY 4ET3,Environmental Ethics and Policy
1043,ENVSOCTY 4GA3,Applied Spatial Statistics
1044,ENVSOCTY 4GS3,GIS Programming
1045,ENVSOCTY 4GT3,Special Topics in GIS
1046,ENVSOCTY 4HC3,Public and Community Health
1047,ENVSOCTY 4HD3,"Disability, Society and Environment"
1048,ENVSOCTY 4HH3,Environment and Health
1049,ENVSOCTY 4LE3,Geographies of the North American Political Economy
1050,ENVSOCTY 4LP3,Transport Policy
1051,ENVSOCTY 4LW3,Work and the Environment
1052,ENVSOCTY 4MF3,Senior Urban Field Camp
1053,ENVSOCTY 4MS3,Independent Study
1054,ENVSOCTY 4MT6 ,Senior Thesis
1055,ENVSOCTY 4SR3,Advanced Remote Sensing
1056,ENVSOCTY 4UD3,Special Topics in Urban Planning
1057,ENVSOCTY 4UF3,The Geography of Gender
1058,ENVSOCTY 4US3,Sustainable Cities
1059,EXPLORE 3IE3,Interdisciplinary Experiences
1060,EXPLORE 3IS0,Interdisciplinary Science Field Work
1061,EXPLORE 3IS3,Interdisciplinary Science Field Camp
1062,FARSI 1Z03,Introductory Farsi I
1063,FARSI 1ZZ3,Introductory Farsi II
1064,FRENCH 1A06 ,Introduction to French Studies: Intermediate
1065,FRENCH 1Z06 ,Intensive French I: Beginner
1066,FRENCH 2AC3,Introduction to Francophone Literatures and Cultures
1067,FRENCH 2B03,French Language Practice I: Upper Intermediate
1068,FRENCH 2BB3,French Language Practice II: Upper Intermediate
1069,FRENCH 2CC3,Women’s Writing
